Time,close
2022-01-01 02:06:00,46822.21
2022-01-01 02:07:00,46837.65
2022-01-01 02:08:00,46833.31
2022-01-01 02:09:00,46799.62
2022-01-01 02:10:00,46811.73
2022-01-01 02:11:00,46818.25
2022-01-01 02:12:00,46838.5
2022-01-01 02:13:00,46845.49
2022-01-01 02:14:00,46831.87
2022-01-01 02:15:00,46888.96
2022-01-01 02:16:00,46895.3
2022-01-01 02:17:00,46893.96
2022-01-01 02:18:00,46892.0
2022-01-01 02:19:00,46902.11
2022-01-01 02:20:00,46899.16
2022-01-01 02:21:00,46891.17
2022-01-01 02:22:00,46844.87
2022-01-01 02:23:00,46846.65
2022-01-01 02:24:00,46830.09
2022-01-01 02:25:00,46833.98
2022-01-01 02:26:00,46827.51
2022-01-01 02:27:00,46834.71
2022-01-01 02:28:00,46850.85
2022-01-01 02:29:00,46810.24
2022-01-01 02:30:00,46804.01
2022-01-01 02:31:00,46788.51
2022-01-01 02:32:00,46775.12
2022-01-01 02:33:00,46777.0
2022-01-01 02:34:00,46769.48
2022-01-01 02:35:00,46784.01
2022-01-01 02:36:00,46744.82
2022-01-01 02:37:00,46727.91
2022-01-01 02:38:00,46725.85
2022-01-01 02:39:00,46750.0
2022-01-01 02:40:00,46757.31
2022-01-01 02:41:00,46770.13
2022-01-01 02:42:00,46778.08
2022-01-01 02:43:00,46788.57
2022-01-01 02:44:00,46765.57
2022-01-01 02:45:00,46789.66
2022-01-01 02:46:00,46799.7
2022-01-01 02:47:00,46816.01
2022-01-01 02:48:00,46804.34
2022-01-01 02:49:00,46793.1
2022-01-01 02:50:00,46776.73
2022-01-01 02:51:00,46814.22
2022-01-01 02:52:00,46803.88
2022-01-01 02:53:00,46811.31
2022-01-01 02:54:00,46809.84
2022-01-01 02:55:00,46837.82
2022-01-01 02:56:00,46848.78
2022-01-01 02:57:00,46763.28
2022-01-01 02:58:00,46784.89
2022-01-01 02:59:00,46796.14
2022-01-01 03:00:00,46804.45
2022-01-01 03:01:00,46795.53
2022-01-01 03:02:00,46777.89
2022-01-01 03:03:00,46751.0
2022-01-01 03:04:00,46774.24
2022-01-01 03:05:00,46769.82
2022-01-01 03:06:00,46788.78
2022-01-01 03:07:00,46806.61
2022-01-01 03:08:00,46797.5
2022-01-01 03:09:00,46820.82
2022-01-01 03:10:00,46834.86
2022-01-01 03:11:00,46807.36
2022-01-01 03:12:00,46816.08
2022-01-01 03:13:00,46796.88
2022-01-01 03:14:00,46812.59
2022-01-01 03:15:00,46836.19
2022-01-01 03:16:00,46877.85
2022-01-01 03:17:00,46872.47
2022-01-01 03:18:00,46870.67
2022-01-01 03:19:00,46873.58
2022-01-01 03:20:00,46840.24
2022-01-01 03:21:00,46850.07
2022-01-01 03:22:00,46842.32
2022-01-01 03:23:00,46792.18
2022-01-01 03:24:00,46776.89
2022-01-01 03:25:00,46792.03
2022-01-01 03:26:00,46793.97
2022-01-01 03:27:00,46789.7
2022-01-01 03:28:00,46810.86
2022-01-01 03:29:00,46794.13
2022-01-01 03:30:00,46822.89
2022-01-01 03:31:00,46806.21
2022-01-01 03:32:00,46789.32
2022-01-01 03:33:00,46837.76
2022-01-01 03:34:00,46837.7
2022-01-01 03:35:00,46834.0
2022-01-01 03:36:00,46850.0
2022-01-01 03:37:00,46850.37
2022-01-01 03:38:00,46820.89
2022-01-01 03:39:00,46835.22
2022-01-01 03:40:00,46841.15
2022-01-01 03:41:00,46860.98
2022-01-01 03:42:00,46860.99
2022-01-01 03:43:00,46879.12
2022-01-01 03:44:00,46859.99
2022-01-01 03:45:00,46875.2
2022-01-01 03:46:00,46875.43
2022-01-01 03:47:00,46850.01
2022-01-01 03:48:00,46842.67
2022-01-01 03:49:00,46809.0
2022-01-01 03:50:00,46800.01
2022-01-01 03:51:00,46800.0
2022-01-01 03:52:00,46793.87
2022-01-01 03:53:00,46829.91
2022-01-01 03:54:00,46850.37
2022-01-01 03:55:00,46845.26
2022-01-01 03:56:00,46840.01
2022-01-01 03:57:00,46806.33
2022-01-01 03:58:00,46810.65
2022-01-01 03:59:00,46789.56
2022-01-01 04:00:00,46828.74
2022-01-01 04:01:00,46829.33
2022-01-01 04:02:00,46821.25
2022-01-01 04:03:00,46826.99
2022-01-01 04:04:00,46848.06
2022-01-01 04:05:00,46862.09
2022-01-01 04:06:00,46825.0
2022-01-01 04:07:00,46841.63
2022-01-01 04:08:00,46831.16
2022-01-01 04:09:00,46830.96
2022-01-01 04:10:00,46830.0
2022-01-01 04:11:00,46826.89
2022-01-01 04:12:00,46779.61
2022-01-01 04:13:00,46767.28
2022-01-01 04:14:00,46631.7
2022-01-01 04:15:00,46663.63
2022-01-01 04:16:00,46657.74
2022-01-01 04:17:00,46640.0
2022-01-01 04:18:00,46611.7
2022-01-01 04:19:00,46614.47
2022-01-01 04:20:00,46663.41
2022-01-01 04:21:00,46648.63
2022-01-01 04:22:00,46674.23
2022-01-01 04:23:00,46650.0
2022-01-01 04:24:00,46648.86
2022-01-01 04:25:00,46669.74
2022-01-01 04:26:00,46692.71
2022-01-01 04:27:00,46679.96
2022-01-01 04:28:00,46703.56
2022-01-01 04:29:00,46693.01
2022-01-01 04:30:00,46670.86
2022-01-01 04:31:00,46656.58
2022-01-01 04:32:00,46671.75
2022-01-01 04:33:00,46671.87
2022-01-01 04:34:00,46650.01
2022-01-01 04:35:00,46631.66
2022-01-01 04:36:00,46637.73
2022-01-01 04:37:00,46647.1
2022-01-01 04:38:00,46657.98
2022-01-01 04:39:00,46678.6
2022-01-01 04:40:00,46698.99
2022-01-01 04:41:00,46728.0
2022-01-01 04:42:00,46738.94
2022-01-01 04:43:00,46740.07
2022-01-01 04:44:00,46724.67
2022-01-01 04:45:00,46773.94
2022-01-01 04:46:00,46745.53
2022-01-01 04:47:00,46765.68
2022-01-01 04:48:00,46757.9
2022-01-01 04:49:00,46814.0
2022-01-01 04:50:00,46801.4
2022-01-01 04:51:00,46817.54
2022-01-01 04:52:00,46807.4
2022-01-01 04:53:00,46804.1
2022-01-01 04:54:00,46786.84
2022-01-01 04:55:00,46760.0
2022-01-01 04:56:00,46743.63
2022-01-01 04:57:00,46705.6
2022-01-01 04:58:00,46710.01
2022-01-01 04:59:00,46690.81
2022-01-01 05:00:00,46724.83
2022-01-01 05:01:00,46716.76
2022-01-01 05:02:00,46701.68
2022-01-01 05:03:00,46693.83
2022-01-01 05:04:00,46688.4
2022-01-01 05:05:00,46659.89
2022-01-01 05:06:00,46659.99
2022-01-01 05:07:00,46680.01
2022-01-01 05:08:00,46684.57
2022-01-01 05:09:00,46666.88
2022-01-01 05:10:00,46672.96
2022-01-01 05:11:00,46709.51
2022-01-01 05:12:00,46692.82
2022-01-01 05:13:00,46737.46
2022-01-01 05:14:00,46765.0
2022-01-01 05:15:00,46757.6
2022-01-01 05:16:00,46761.62
2022-01-01 05:17:00,46799.87
2022-01-01 05:18:00,46809.08
2022-01-01 05:19:00,46808.23
2022-01-01 05:20:00,46877.99
2022-01-01 05:21:00,46887.99
2022-01-01 05:22:00,47052.16
2022-01-01 05:23:00,47186.84
2022-01-01 05:24:00,47447.4
2022-01-01 05:25:00,47356.33
2022-01-01 05:26:00,47408.79
2022-01-01 05:27:00,47445.87
2022-01-01 05:28:00,47381.0
2022-01-01 05:29:00,47377.99
2022-01-01 05:30:00,47477.82
2022-01-01 05:31:00,47456.2
2022-01-01 05:32:00,47460.54
2022-01-01 05:33:00,47487.98
2022-01-01 05:34:00,47469.99
2022-01-01 05:35:00,47495.02
2022-01-01 05:36:00,47481.73
2022-01-01 05:37:00,47456.37
2022-01-01 05:38:00,47425.83
2022-01-01 05:39:00,47457.4
2022-01-01 05:40:00,47435.37
2022-01-01 05:41:00,47303.78
2022-01-01 05:42:00,47245.67
2022-01-01 05:43:00,47300.37
2022-01-01 05:44:00,47281.81
2022-01-01 05:45:00,47209.29
2022-01-01 05:46:00,47217.01
2022-01-01 05:47:00,47188.16
2022-01-01 05:48:00,47178.8
2022-01-01 05:49:00,47227.01
2022-01-01 05:50:00,47183.61
2022-01-01 05:51:00,47196.31
2022-01-01 05:52:00,47255.14
2022-01-01 05:53:00,47266.05
2022-01-01 05:54:00,47265.83
2022-01-01 05:55:00,47238.64
2022-01-01 05:56:00,47167.39
2022-01-01 05:57:00,47174.45
2022-01-01 05:58:00,47168.8
2022-01-01 05:59:00,47184.18
2022-01-01 06:00:00,47177.67
2022-01-01 06:01:00,47148.65
2022-01-01 06:02:00,47160.0
2022-01-01 06:03:00,47145.45
2022-01-01 06:04:00,47099.43
2022-01-01 06:05:00,47132.36
2022-01-01 06:06:00,47167.05
2022-01-01 06:07:00,47172.76
2022-01-01 06:08:00,47190.0
2022-01-01 06:09:00,47258.19
2022-01-01 06:10:00,47233.15
2022-01-01 06:11:00,47254.99
2022-01-01 06:12:00,47274.47
2022-01-01 06:13:00,47280.12
2022-01-01 06:14:00,47289.97
2022-01-01 06:15:00,47246.47
2022-01-01 06:16:00,47230.01
2022-01-01 06:17:00,47191.73
2022-01-01 06:18:00,47194.68
2022-01-01 06:19:00,47186.98
2022-01-01 06:20:00,47205.96
2022-01-01 06:21:00,47196.29
2022-01-01 06:22:00,47171.33
2022-01-01 06:23:00,47172.14
2022-01-01 06:24:00,47169.7
2022-01-01 06:25:00,47135.35
2022-01-01 06:26:00,47118.09
2022-01-01 06:27:00,47150.28
2022-01-01 06:28:00,47118.9
2022-01-01 06:29:00,47120.22
2022-01-01 06:30:00,47111.32
2022-01-01 06:31:00,47110.55
2022-01-01 06:32:00,47104.14
2022-01-01 06:33:00,47127.96
2022-01-01 06:34:00,47132.81
2022-01-01 06:35:00,47164.33
2022-01-01 06:36:00,47166.22
2022-01-01 06:37:00,47140.45
2022-01-01 06:38:00,47142.62
2022-01-01 06:39:00,47131.5
2022-01-01 06:40:00,47147.0
2022-01-01 06:41:00,47150.02
2022-01-01 06:42:00,47179.0
2022-01-01 06:43:00,47168.64
2022-01-01 06:44:00,47150.4
2022-01-01 06:45:00,47192.98
2022-01-01 06:46:00,47175.54
2022-01-01 06:47:00,47054.3
2022-01-01 06:48:00,47050.0
2022-01-01 06:49:00,47061.54
2022-01-01 06:50:00,47027.62
2022-01-01 06:51:00,47052.8
2022-01-01 06:52:00,47068.51
2022-01-01 06:53:00,47036.5
2022-01-01 06:54:00,47033.08
2022-01-01 06:55:00,47040.0
2022-01-01 06:56:00,47058.6
2022-01-01 06:57:00,47088.83
2022-01-01 06:58:00,47086.99
2022-01-01 06:59:00,46972.19
2022-01-01 07:00:00,47000.73
2022-01-01 07:01:00,46936.93
2022-01-01 07:02:00,46958.0
2022-01-01 07:03:00,46988.41
2022-01-01 07:04:00,47028.6
2022-01-01 07:05:00,47004.52
2022-01-01 07:06:00,47028.18
2022-01-01 07:07:00,47001.96
2022-01-01 07:08:00,46930.01
2022-01-01 07:09:00,46949.84
2022-01-01 07:10:00,46946.43
2022-01-01 07:11:00,46935.11
2022-01-01 07:12:00,46952.9
2022-01-01 07:13:00,46944.94
2022-01-01 07:14:00,46980.0
2022-01-01 07:15:00,46983.27
2022-01-01 07:16:00,47002.48
2022-01-01 07:17:00,47001.58
2022-01-01 07:18:00,47022.38
2022-01-01 07:19:00,47033.28
2022-01-01 07:20:00,47042.43
2022-01-01 07:21:00,47025.47
2022-01-01 07:22:00,46977.04
2022-01-01 07:23:00,46964.83
2022-01-01 07:24:00,46977.42
2022-01-01 07:25:00,46997.61
2022-01-01 07:26:00,46972.5
2022-01-01 07:27:00,46976.01
2022-01-01 07:28:00,46946.62
2022-01-01 07:29:00,46950.34
2022-01-01 07:30:00,46977.67
2022-01-01 07:31:00,46977.0
2022-01-01 07:32:00,46961.04
2022-01-01 07:33:00,46980.0
2022-01-01 07:34:00,46981.95
2022-01-01 07:35:00,46965.85
2022-01-01 07:36:00,46991.8
2022-01-01 07:37:00,47033.05
2022-01-01 07:38:00,47005.5
2022-01-01 07:39:00,47055.23
2022-01-01 07:40:00,47040.01
2022-01-01 07:41:00,47104.27
2022-01-01 07:42:00,47077.18
2022-01-01 07:43:00,47080.0
2022-01-01 07:44:00,47088.09
2022-01-01 07:45:00,47063.51
2022-01-01 07:46:00,47084.59
2022-01-01 07:47:00,47103.07
2022-01-01 07:48:00,47102.84
2022-01-01 07:49:00,47086.35
2022-01-01 07:50:00,47120.0
2022-01-01 07:51:00,47123.25
2022-01-01 07:52:00,47143.3
2022-01-01 07:53:00,47105.8
2022-01-01 07:54:00,47149.91
2022-01-01 07:55:00,47102.88
2022-01-01 07:56:00,47131.52
2022-01-01 07:57:00,47151.99
2022-01-01 07:58:00,47220.26
2022-01-01 07:59:00,47186.83
2022-01-01 08:00:00,47159.59
2022-01-01 08:01:00,47112.49
2022-01-01 08:02:00,47119.38
2022-01-01 08:03:00,47125.47
2022-01-01 08:04:00,47148.76
2022-01-01 08:05:00,47135.06
2022-01-01 08:06:00,47110.27
2022-01-01 08:07:00,47074.39
2022-01-01 08:08:00,47085.53
2022-01-01 08:09:00,47080.01
2022-01-01 08:10:00,47084.48
2022-01-01 08:11:00,47099.84
2022-01-01 08:12:00,47116.62
2022-01-01 08:13:00,47082.49
2022-01-01 08:14:00,47144.69
2022-01-01 08:15:00,47222.11
2022-01-01 08:16:00,47266.47
2022-01-01 08:17:00,47301.58
2022-01-01 08:18:00,47266.68
2022-01-01 08:19:00,47280.72
2022-01-01 08:20:00,47250.0
2022-01-01 08:21:00,47244.66
2022-01-01 08:22:00,47224.66
2022-01-01 08:23:00,47226.31
2022-01-01 08:24:00,47236.92
2022-01-01 08:25:00,47262.53
2022-01-01 08:26:00,47279.99
2022-01-01 08:27:00,47251.99
2022-01-01 08:28:00,47284.92
2022-01-01 08:29:00,47305.26
2022-01-01 08:30:00,47238.39
2022-01-01 08:31:00,47250.02
2022-01-01 08:32:00,47250.01
2022-01-01 08:33:00,47201.74
2022-01-01 08:34:00,47203.73
2022-01-01 08:35:00,47218.37
2022-01-01 08:36:00,47211.73
2022-01-01 08:37:00,47205.29
2022-01-01 08:38:00,47188.0
2022-01-01 08:39:00,47160.51
2022-01-01 08:40:00,47191.74
2022-01-01 08:41:00,47203.08
2022-01-01 08:42:00,47213.73
2022-01-01 08:43:00,47205.68
2022-01-01 08:44:00,47207.6
2022-01-01 08:45:00,47236.58
2022-01-01 08:46:00,47223.29
2022-01-01 08:47:00,47204.72
2022-01-01 08:48:00,47185.84
2022-01-01 08:49:00,47183.06
2022-01-01 08:50:00,47193.87
2022-01-01 08:51:00,47133.01
2022-01-01 08:52:00,47117.05
2022-01-01 08:53:00,47080.02
2022-01-01 08:54:00,47115.68
2022-01-01 08:55:00,47116.0
2022-01-01 08:56:00,47097.55
2022-01-01 08:57:00,47098.1
2022-01-01 08:58:00,47113.68
2022-01-01 08:59:00,47117.84
2022-01-01 09:00:00,47136.51
2022-01-01 09:01:00,47062.29
2022-01-01 09:02:00,47092.11
2022-01-01 09:03:00,47103.39
2022-01-01 09:04:00,47104.64
2022-01-01 09:05:00,47140.01
2022-01-01 09:06:00,47163.05
2022-01-01 09:07:00,47172.96
2022-01-01 09:08:00,47174.12
2022-01-01 09:09:00,47170.63
2022-01-01 09:10:00,47159.76
2022-01-01 09:11:00,47151.48
2022-01-01 09:12:00,47139.72
2022-01-01 09:13:00,47159.94
2022-01-01 09:14:00,47200.0
2022-01-01 09:15:00,47186.13
2022-01-01 09:16:00,47179.74
2022-01-01 09:17:00,47142.18
2022-01-01 09:18:00,47130.0
2022-01-01 09:19:00,47130.45
2022-01-01 09:20:00,47159.99
2022-01-01 09:21:00,47124.1
2022-01-01 09:22:00,47121.92
2022-01-01 09:23:00,47123.12
2022-01-01 09:24:00,47102.61
2022-01-01 09:25:00,47088.38
2022-01-01 09:26:00,47070.01
2022-01-01 09:27:00,47123.88
2022-01-01 09:28:00,47118.64
2022-01-01 09:29:00,47082.73
2022-01-01 09:30:00,47105.44
2022-01-01 09:31:00,47108.65
2022-01-01 09:32:00,47114.55
2022-01-01 09:33:00,47081.6
2022-01-01 09:34:00,47059.94
2022-01-01 09:35:00,47001.0
2022-01-01 09:36:00,47001.31
2022-01-01 09:37:00,47003.06
2022-01-01 09:38:00,47002.5
2022-01-01 09:39:00,46983.1
2022-01-01 09:40:00,46996.47
2022-01-01 09:41:00,46959.56
2022-01-01 09:42:00,46943.82
2022-01-01 09:43:00,46926.46
2022-01-01 09:44:00,46976.22
2022-01-01 09:45:00,46959.49
2022-01-01 09:46:00,46990.0
2022-01-01 09:47:00,46999.86
2022-01-01 09:48:00,47038.97
2022-01-01 09:49:00,47055.98
2022-01-01 09:50:00,47070.0
2022-01-01 09:51:00,47030.67
2022-01-01 09:52:00,47055.35
2022-01-01 09:53:00,47049.46
2022-01-01 09:54:00,47040.0
2022-01-01 09:55:00,47039.99
2022-01-01 09:56:00,47070.0
2022-01-01 09:57:00,47063.18
2022-01-01 09:58:00,47073.04
2022-01-01 09:59:00,47137.37
2022-01-01 10:00:00,47214.55
2022-01-01 10:01:00,47232.23
2022-01-01 10:02:00,47227.42
2022-01-01 10:03:00,47275.02
2022-01-01 10:04:00,47217.71
2022-01-01 10:05:00,47167.65
2022-01-01 10:06:00,47159.58
2022-01-01 10:07:00,47178.29
2022-01-01 10:08:00,47179.98
2022-01-01 10:09:00,47158.91
2022-01-01 10:10:00,47158.75
2022-01-01 10:11:00,47189.65
2022-01-01 10:12:00,47161.64
2022-01-01 10:13:00,47122.76
2022-01-01 10:14:00,47101.02
2022-01-01 10:15:00,47045.0
2022-01-01 10:16:00,47014.0
2022-01-01 10:17:00,47031.01
2022-01-01 10:18:00,47029.99
2022-01-01 10:19:00,47047.82
2022-01-01 10:20:00,47027.99
2022-01-01 10:21:00,47015.7
2022-01-01 10:22:00,46974.93
2022-01-01 10:23:00,47007.58
2022-01-01 10:24:00,47034.13
2022-01-01 10:25:00,47023.49
2022-01-01 10:26:00,47024.12
2022-01-01 10:27:00,47014.16
2022-01-01 10:28:00,46839.77
2022-01-01 10:29:00,46859.99
2022-01-01 10:30:00,46815.07
2022-01-01 10:31:00,46753.06
2022-01-01 10:32:00,46773.84
2022-01-01 10:33:00,46798.16
2022-01-01 10:34:00,46750.55
2022-01-01 10:35:00,46760.58
2022-01-01 10:36:00,46815.38
2022-01-01 10:37:00,46819.76
2022-01-01 10:38:00,46838.58
2022-01-01 10:39:00,46825.74
2022-01-01 10:40:00,46873.99
2022-01-01 10:41:00,46837.58
2022-01-01 10:42:00,46839.11
2022-01-01 10:43:00,46956.73
2022-01-01 10:44:00,46971.16
2022-01-01 10:45:00,47005.84
2022-01-01 10:46:00,46999.83
2022-01-01 10:47:00,46918.03
2022-01-01 10:48:00,46946.39
2022-01-01 10:49:00,46932.14
2022-01-01 10:50:00,46965.58
2022-01-01 10:51:00,47016.4
2022-01-01 10:52:00,46998.67
2022-01-01 10:53:00,46969.89
2022-01-01 10:54:00,46955.07
2022-01-01 10:55:00,46938.92
2022-01-01 10:56:00,46936.58
2022-01-01 10:57:00,46904.99
2022-01-01 10:58:00,46867.9
2022-01-01 10:59:00,46864.09
2022-01-01 11:00:00,46883.2
2022-01-01 11:01:00,46872.47
2022-01-01 11:02:00,46891.95
2022-01-01 11:03:00,46924.82
2022-01-01 11:04:00,46941.88
2022-01-01 11:05:00,46951.19
2022-01-01 11:06:00,46936.18
2022-01-01 11:07:00,46892.9
2022-01-01 11:08:00,46892.8
2022-01-01 11:09:00,46916.71
2022-01-01 11:10:00,46862.62
2022-01-01 11:11:00,46898.38
2022-01-01 11:12:00,46885.76
2022-01-01 11:13:00,46890.39
2022-01-01 11:14:00,46923.31
2022-01-01 11:15:00,46965.69
2022-01-01 11:16:00,46986.28
2022-01-01 11:17:00,46951.54
2022-01-01 11:18:00,46969.56
2022-01-01 11:19:00,46994.49
2022-01-01 11:20:00,46970.0
2022-01-01 11:21:00,46921.49
2022-01-01 11:22:00,46929.08
2022-01-01 11:23:00,46924.81
2022-01-01 11:24:00,46928.85
2022-01-01 11:25:00,46936.04
2022-01-01 11:26:00,46947.99
2022-01-01 11:27:00,46941.41
2022-01-01 11:28:00,46966.31
2022-01-01 11:29:00,46956.19
2022-01-01 11:30:00,46964.21
2022-01-01 11:31:00,46905.69
2022-01-01 11:32:00,46905.45
2022-01-01 11:33:00,46870.01
2022-01-01 11:34:00,46897.65
2022-01-01 11:35:00,46891.28
2022-01-01 11:36:00,46848.69
2022-01-01 11:37:00,46865.53
2022-01-01 11:38:00,46892.03
2022-01-01 11:39:00,46932.93
2022-01-01 11:40:00,46977.76
2022-01-01 11:41:00,46964.71
2022-01-01 11:42:00,46963.25
2022-01-01 11:43:00,46925.49
2022-01-01 11:44:00,46941.01
2022-01-01 11:45:00,46945.26
2022-01-01 11:46:00,46946.05
2022-01-01 11:47:00,46949.69
2022-01-01 11:48:00,46944.42
2022-01-01 11:49:00,46946.45
2022-01-01 11:50:00,46930.0
2022-01-01 11:51:00,46889.87
2022-01-01 11:52:00,46887.8
2022-01-01 11:53:00,46905.38
2022-01-01 11:54:00,46801.25
2022-01-01 11:55:00,46848.63
2022-01-01 11:56:00,46805.01
2022-01-01 11:57:00,46795.48
2022-01-01 11:58:00,46789.85
2022-01-01 11:59:00,46755.01
2022-01-01 12:00:00,46820.13
2022-01-01 12:01:00,46807.2
2022-01-01 12:02:00,46807.53
2022-01-01 12:03:00,46796.53
2022-01-01 12:04:00,46805.22
2022-01-01 12:05:00,46808.11
2022-01-01 12:06:00,46844.13
2022-01-01 12:07:00,46870.31
2022-01-01 12:08:00,46892.86
2022-01-01 12:09:00,46924.56
2022-01-01 12:10:00,46932.59
2022-01-01 12:11:00,46897.48
2022-01-01 12:12:00,46916.15
2022-01-01 12:13:00,46919.14
2022-01-01 12:14:00,46988.88
2022-01-01 12:15:00,46954.08
2022-01-01 12:16:00,46970.8
2022-01-01 12:17:00,46952.17
2022-01-01 12:18:00,46934.01
2022-01-01 12:19:00,46942.01
2022-01-01 12:20:00,46947.99
2022-01-01 12:21:00,46969.68
2022-01-01 12:22:00,46958.77
2022-01-01 12:23:00,46920.0
2022-01-01 12:24:00,46931.22
2022-01-01 12:25:00,46925.01
2022-01-01 12:26:00,46881.7
2022-01-01 12:27:00,46909.67
2022-01-01 12:28:00,46932.91
2022-01-01 12:29:00,46954.99
2022-01-01 12:30:00,46998.34
2022-01-01 12:31:00,47089.71
2022-01-01 12:32:00,47067.08
2022-01-01 12:33:00,47029.87
2022-01-01 12:34:00,47038.59
2022-01-01 12:35:00,47014.94
2022-01-01 12:36:00,47025.84
2022-01-01 12:37:00,47046.22
2022-01-01 12:38:00,47040.5
2022-01-01 12:39:00,47026.2
2022-01-01 12:40:00,47024.17
2022-01-01 12:41:00,47008.43
2022-01-01 12:42:00,47029.99
2022-01-01 12:43:00,47016.73
2022-01-01 12:44:00,47000.32
2022-01-01 12:45:00,47026.08
2022-01-01 12:46:00,47041.85
2022-01-01 12:47:00,47062.09
2022-01-01 12:48:00,47058.09
2022-01-01 12:49:00,47092.25
2022-01-01 12:50:00,47100.0
2022-01-01 12:51:00,47093.16
2022-01-01 12:52:00,47106.03
2022-01-01 12:53:00,47058.84
2022-01-01 12:54:00,47069.58
2022-01-01 12:55:00,47036.76
2022-01-01 12:56:00,47054.17
2022-01-01 12:57:00,47056.98
